id|url|date|renderedContent|hashtags|replyCount|retweetCount|likeCount
1582968963058700289|https://twitter.com/twilightmoonss/status/1582968963058700289|2022-10-20 05:36:25+00:00|one was a book thief. the other stole the sky.||0|0|0
1582927408339902464|https://twitter.com/bingbingliucdc1/status/1582927408339902464|2022-10-20 02:51:18+00:00|At this weekend, I plan to watch Action &amp; Adventure and I called my weekend plan Heartening &amp;Reading because this weekend plan also has &lt;The Book Thief&gt; , and listen to Nirvana s songs. In the end, I will go to Snake Island in the morning.||0|0|0
1582924420116774912|https://twitter.com/SwatiSemta/status/1582924420116774912|2022-10-20 02:39:25+00:00|@goodreads The Book Thief - Markus Zusak. https://t.co/WTs3OhXo7t||0|0|1
1582907526202658816|https://twitter.com/kamwalsh/status/1582907526202658816|2022-10-20 01:32:17+00:00|"@LadyJaneLJ @IslayAndLochs @sbstevenson2 Second The Book Thief and Once There Were Wolves
Also recommend The Guest List by Lucy Foley and Long Shot by Kennedy Ryan"||0|0|3
1582900918831325185|https://twitter.com/IslayAndLochs/status/1582900918831325185|2022-10-20 01:06:02+00:00|"@sbstevenson2 The Book Thief by Markus Zusak
(specifically the audiobook)

The Song Of Achilles by Madeline Miller (both book and audio are great!)

The Martian by Andy Weir

The Night Circus by Erin Morganstern"||1|0|3
1582865889653063681|https://twitter.com/GayushRubina/status/1582865889653063681|2022-10-19 22:46:50+00:00|@KurokamiOtome2 The book thief||0|0|1
1582853231126151168|https://twitter.com/RobertWooller/status/1582853231126151168|2022-10-19 21:56:32+00:00|I have watched the Book Thief, a film from 2013.||0|0|0
1582841680881127424|https://twitter.com/number7nairobi/status/1582841680881127424|2022-10-19 21:10:39+00:00|@iam_nyakoi Book Thief ..the best||0|0|2
1582841372234555392|https://twitter.com/loganclairerich/status/1582841372234555392|2022-10-19 21:09:25+00:00|@section__17 the book thief and the road||0|0|1
1582841250264121345|https://twitter.com/JJ00702642478/status/1582841250264121345|2022-10-19 21:08:56+00:00|"@goodreads The Book Thief 
Gone Girl
The Art of Racing in the Rain
To Kill a Mockingbird 
My Sisters Keeper 
Great Expectations"||0|0|0
1582836804071223296|https://twitter.com/bingbingliucdc1/status/1582836804071223296|2022-10-19 20:51:16+00:00|At this weekend, I plan to watch Spy Thrillers type of movie,then I will read a book named &lt;The Book Thief&gt; , and listen to Blur and I called my weekend plan British Rock Mediterranean because this weekend plan also has The Cinque Terre at night.||0|0|0
1582827661545463808|https://twitter.com/fandomonian_/status/1582827661545463808|2022-10-19 20:14:56+00:00|Do you struggle picking out what book to read next? Why don't you try: The book Thief. Check back in an hour for more recommendations.||0|0|0
1582819325605744640|https://twitter.com/writingrocky/status/1582819325605744640|2022-10-19 19:41:49+00:00|"“When she came to write her story, she would wonder exactly when the books and the words started to mean not just something, but everything.”
—Markus Zusak, The Book Thief"||0|0|1
